T_LR,H_LR,T_BR1,H_BR1,T_BR3,H_BR3,T_BR2,H_BR2,T_O,H_O,datetime
24.6,44.5,21.4,54.8,,,19.2,60.600004,0.4,100.0,2026-01-31 02:59:25
24.5,44.5,21.4,54.7,,,19.1,60.8,0.5,100.0,2026-01-31 03:04:26
24.5,44.600004,21.4,54.8,,,19.2,60.7,0.5,100.0,2026-01-31 03:09:26
24.5,44.600004,21.4,54.8,,,19.2,60.7,0.3,100.0,2026-01-31 03:14:27
24.5,44.5,21.4,54.7,,,19.1,60.9,0.5,100.0,2026-01-31 03:19:27
24.5,44.5,21.4,54.8,,,19.2,60.7,0.4,100.0,2026-01-31 03:24:27
24.5,44.600004,21.4,54.8,,,19.2,60.7,0.4,100.0,2026-01-31 03:29:28
24.5,44.5,21.4,54.8,,,19.2,60.8,0.5,100.0,2026-01-31 03:34:28
24.5,44.7,21.4,54.8,,,19.2,60.7,0.5,100.0,2026-01-31 03:39:29
24.5,44.600004,21.4,54.8,,,19.2,60.8,0.5,100.0,2026-01-31 03:44:29
24.5,44.5,21.4,54.7,,,19.2,60.600004,0.4,100.0,2026-01-31 03:49:29
24.5,44.600004,21.4,54.8,,,19.2,60.600004,0.2,100.0,2026-01-31 03:54:30
24.5,44.600004,21.4,54.8,,,19.2,60.8,-0.0,100.0,2026-01-31 03:59:30
24.5,44.5,21.4,54.8,,,19.2,60.7,-0.0,100.0,2026-01-31 04:04:31
24.5,44.600004,21.4,54.8,,,19.1,60.9,0.0,100.0,2026-01-31 04:09:31
24.5,44.600004,21.4,54.9,,,19.2,60.8,0.1,100.0,2026-01-31 04:14:32
24.6,44.600004,21.4,54.8,,,19.1,60.8,0.0,100.0,2026-01-31 04:19:32
24.5,44.5,21.4,54.9,,,19.2,60.600004,0.1,100.0,2026-01-31 04:24:32
24.6,44.5,21.4,54.9,,,19.2,60.8,-0.0,100.0,2026-01-31 04:29:33
24.6,44.5,21.4,54.9,,,19.2,60.9,0.2,100.0,2026-01-31 04:34:33
24.6,44.5,21.4,54.9,,,19.2,60.9,0.1,100.0,2026-01-31 04:39:34
24.6,44.600004,21.4,54.9,,,19.1,61.100004,0.0,100.0,2026-01-31 04:44:34
24.6,44.5,21.4,54.9,,,19.1,60.9,0.1,100.0,2026-01-31 04:49:35
24.6,44.4,21.4,54.9,,,19.2,60.9,0.1,100.0,2026-01-31 04:54:35
24.6,44.600004,21.4,54.9,,,19.1,61.100004,0.1,100.0,2026-01-31 04:59:35
24.6,44.600004,21.4,55.0,,,19.1,61.0,-0.2,100.0,2026-01-31 05:04:36
24.6,44.600004,21.4,55.0,,,19.1,61.0,-0.1,100.0,2026-01-31 05:09:36
24.6,44.600004,21.4,54.9,,,19.2,61.0,0.0,100.0,2026-01-31 05:14:37
24.6,44.5,21.4,55.0,,,19.2,60.9,0.2,100.0,2026-01-31 05:19:37
24.6,44.600004,21.4,55.0,,,19.2,61.0,0.3,100.0,2026-01-31 05:24:38
24.6,44.5,21.4,55.0,,,19.1,61.100004,0.3,100.0,2026-01-31 05:29:38
24.6,44.5,21.4,55.100004,,,19.1,61.100004,0.4,100.0,2026-01-31 05:34:38
24.6,44.7,21.4,55.100004,,,19.2,61.0,0.5,100.0,2026-01-31 05:39:39
24.6,44.600004,21.4,55.100004,,,19.2,61.100004,0.5,100.0,2026-01-31 05:44:39
24.6,44.600004,21.4,55.100004,,,19.2,61.100004,0.6,100.0,2026-01-31 05:49:40
24.6,44.7,21.4,55.100004,,,19.2,61.100004,0.6,100.0,2026-01-31 05:54:40
24.6,44.600004,21.4,55.100004,,,19.2,61.0,0.7,100.0,2026-01-31 05:59:41
24.6,44.7,21.4,55.0,,,19.2,61.0,0.7,100.0,2026-01-31 06:04:41
24.6,44.7,21.4,55.100004,,,19.2,61.0,0.7,100.0,2026-01-31 06:09:41
24.6,44.7,21.4,55.100004,,,19.2,61.100004,0.9,100.0,2026-01-31 06:14:42
24.6,44.7,21.5,55.100004,,,19.2,61.0,0.9,100.0,2026-01-31 06:19:42
24.6,44.7,21.4,55.100004,,,19.2,61.0,1.1,100.0,2026-01-31 06:24:43
24.6,44.7,21.5,55.0,,,19.1,61.100004,0.9,100.0,2026-01-31 06:29:43
24.6,44.600004,21.4,55.0,,,19.2,61.0,0.7,100.0,2026-01-31 06:34:44
24.6,44.600004,21.4,55.100004,,,19.2,61.0,0.9,100.0,2026-01-31 06:39:44
24.6,44.600004,21.4,55.100004,,,19.2,61.100004,0.9,100.0,2026-01-31 06:44:44
24.6,44.600004,21.4,55.100004,,,19.2,61.0,0.9,100.0,2026-01-31 06:49:45
24.6,44.600004,21.4,55.0,,,19.2,61.100004,1.0,100.0,2026-01-31 06:54:45
24.6,44.600004,21.5,55.100004,,,19.2,61.100004,1.1,100.0,2026-01-31 06:59:46
24.7,44.600004,21.5,55.100004,,,19.2,61.2,1.1,100.0,2026-01-31 07:04:46
24.6,44.600004,21.4,55.100004,,,19.2,61.100004,1.1,100.0,2026-01-31 07:09:47
24.6,44.600004,21.4,55.100004,,,19.2,61.0,1.2,100.0,2026-01-31 07:14:47
24.6,44.5,21.4,55.2,,,19.2,61.100004,1.2,100.0,2026-01-31 07:19:47
24.6,44.7,21.4,55.2,,,19.2,61.2,1.3,100.0,2026-01-31 07:24:48
24.6,44.600004,21.5,55.2,,,19.2,61.0,1.5,100.0,2026-01-31 07:29:48
24.6,44.600004,21.4,55.2,,,19.2,61.100004,1.5,100.0,2026-01-31 07:34:49
24.6,44.600004,21.4,55.2,,,19.2,61.0,1.5,100.0,2026-01-31 07:39:49
24.6,44.600004,21.5,55.2,,,19.2,61.100004,1.5,100.0,2026-01-31 07:44:50
24.6,44.7,21.5,55.100004,,,19.2,61.100004,1.4,100.0,2026-01-31 07:49:50
24.6,44.600004,21.5,55.2,,,19.2,61.100004,1.4,100.0,2026-01-31 07:54:50
24.6,44.600004,21.5,55.100004,,,19.300002,61.100004,1.2,100.0,2026-01-31 07:59:51
24.6,44.7,21.5,55.2,,,19.2,61.100004,1.2,100.0,2026-01-31 08:04:51
24.6,44.7,21.5,55.2,,,19.2,61.0,1.3,100.0,2026-01-31 08:09:52
24.6,44.7,21.5,55.2,,,19.2,61.0,1.3,100.0,2026-01-31 08:14:52
24.6,44.7,21.5,55.2,,,19.2,61.100004,1.3,100.0,2026-01-31 08:19:53
24.6,44.7,21.5,55.2,,,19.2,61.100004,1.3,100.0,2026-01-31 08:24:53
24.6,44.7,21.5,55.2,,,19.2,61.0,1.2,100.0,2026-01-31 08:29:54
24.6,44.8,21.5,55.2,,,19.300002,61.0,1.0,100.0,2026-01-31 08:34:54
24.6,44.7,21.5,55.2,,,19.2,61.0,1.1,100.0,2026-01-31 08:39:54
24.6,44.8,21.5,55.2,,,19.300002,61.0,1.1,100.0,2026-01-31 08:44:55
24.6,44.7,21.5,55.2,,,19.300002,61.0,1.0,100.0,2026-01-31 08:49:55
24.6,44.8,21.5,55.2,,,19.300002,61.100004,1.1,100.0,2026-01-31 08:54:56
24.6,44.9,21.5,55.2,,,19.300002,60.9,1.2,100.0,2026-01-31 08:59:56
24.6,44.8,21.5,55.2,,,19.300002,61.0,1.3,100.0,2026-01-31 09:04:56
24.6,44.9,21.5,55.100004,,,19.2,61.100004,1.3,100.0,2026-01-31 09:09:57
24.6,44.8,21.5,55.2,,,19.300002,61.0,1.3,100.0,2026-01-31 09:14:57
24.6,44.9,21.5,55.2,,,19.300002,61.0,1.3,100.0,2026-01-31 09:19:58
24.6,44.9,21.5,55.2,,,19.300002,61.0,1.6,100.0,2026-01-31 09:24:58
24.6,44.9,21.5,55.100004,,,19.300002,61.100004,1.8,100.0,2026-01-31 09:29:58
24.6,44.9,21.5,55.2,,,19.300002,60.8,1.8,100.0,2026-01-31 09:34:59
24.6,44.8,21.5,55.2,,,19.300002,60.9,1.9,100.0,2026-01-31 09:39:59
24.6,44.9,21.5,55.2,,,19.300002,61.0,2.0,100.0,2026-01-31 09:45:00
24.6,45.0,21.5,55.2,,,19.300002,61.0,1.9,100.0,2026-01-31 09:50:00
24.6,45.0,21.5,55.2,,,19.4,60.9,2.0,100.0,2026-01-31 09:55:01
24.6,44.9,21.5,55.2,,,19.4,60.9,1.9,100.0,2026-01-31 10:00:01
24.6,44.9,21.5,55.2,,,19.300002,61.0,2.1,100.0,2026-01-31 10:05:01
24.6,44.9,21.5,55.2,,,19.4,61.0,2.2,100.0,2026-01-31 10:10:02
24.6,45.0,21.5,55.3,,,19.4,60.9,2.1,100.0,2026-01-31 10:15:02
24.6,45.0,21.5,55.2,,,19.300002,61.100004,2.3,100.0,2026-01-31 10:20:03
24.6,44.9,21.5,55.3,,,19.300002,61.100004,2.4,100.0,2026-01-31 10:25:03
24.6,45.0,21.5,55.3,,,19.4,61.0,2.5,100.0,2026-01-31 10:30:03
24.6,45.0,21.5,55.4,,,19.300002,61.100004,2.5,100.0,2026-01-31 10:35:04
24.6,45.0,21.5,55.3,,,19.4,60.9,2.6,100.0,2026-01-31 10:40:04
24.6,45.100004,21.5,55.4,,,19.4,61.0,2.7,100.0,2026-01-31 10:45:05
24.6,45.0,21.5,55.4,,,19.4,61.0,2.8,100.0,2026-01-31 10:50:05
24.6,45.0,21.5,55.4,,,19.4,60.9,2.8,100.0,2026-01-31 10:55:05
24.6,45.0,21.5,55.4,,,19.4,61.100004,2.7,100.0,2026-01-31 11:00:06
24.6,45.100004,21.5,55.4,,,19.4,60.9,2.9,100.0,2026-01-31 11:05:06
24.6,45.100004,21.5,55.4,,,19.4,60.9,2.9,100.0,2026-01-31 11:10:07
24.6,45.0,21.5,55.3,,,19.4,60.8,3.0,100.0,2026-01-31 11:15:07
24.6,45.0,21.5,55.4,,,19.4,60.8,3.1,100.0,2026-01-31 11:20:08
24.6,45.0,21.5,55.4,,,19.5,60.8,3.2,100.0,2026-01-31 11:25:08
24.6,45.0,21.5,55.4,,,19.4,60.9,3.3,100.0,2026-01-31 11:30:08
24.6,45.0,21.5,55.4,,,19.5,60.8,3.3,100.0,2026-01-31 11:35:09
24.6,45.2,21.5,55.4,,,19.5,60.9,3.3,100.0,2026-01-31 11:40:09
24.5,45.100004,21.5,55.4,,,19.5,60.9,3.4,100.0,2026-01-31 11:45:10
24.6,45.2,21.6,55.4,,,19.4,61.0,3.5,100.0,2026-01-31 11:50:10
24.6,45.100004,21.5,55.4,,,19.5,60.9,3.4,99.7,2026-01-31 11:55:10
24.6,45.2,21.6,55.4,,,19.5,60.9,3.5,99.6,2026-01-31 12:00:11
24.6,45.100004,21.6,55.4,,,19.5,60.8,3.6,99.9,2026-01-31 12:05:11
24.5,45.100004,21.5,55.4,,,19.5,60.8,3.6,99.4,2026-01-31 12:10:12
24.5,45.2,21.6,55.4,,,19.5,60.9,3.6,98.8,2026-01-31 12:15:12
24.5,45.100004,21.5,55.4,,,19.5,60.8,3.7,98.7,2026-01-31 12:20:13
24.6,45.2,21.5,55.4,,,19.5,60.8,3.7,97.9,2026-01-31 12:25:13
24.6,45.3,21.5,55.4,,,19.5,60.7,3.6,98.2,2026-01-31 12:30:13
24.6,45.2,21.5,55.4,,,19.5,60.9,3.6,96.2,2026-01-31 12:35:14
24.5,45.2,21.5,55.4,,,19.4,60.9,3.6,96.1,2026-01-31 12:40:14
24.5,45.2,21.5,55.5,,,19.5,60.8,3.6,94.7,2026-01-31 12:45:15
24.5,45.2,21.5,55.5,,,19.5,60.7,3.7,95.9,2026-01-31 12:50:15
24.6,45.2,21.5,55.5,,,19.5,60.7,3.7,94.8,2026-01-31 12:55:15
24.5,45.3,21.5,55.4,,,19.5,60.7,3.8,95.7,2026-01-31 13:00:16
24.5,45.3,21.5,55.4,,,19.5,60.8,3.9,94.8,2026-01-31 13:05:16
24.5,45.2,21.5,55.5,,,19.5,60.5,3.9,94.5,2026-01-31 13:10:17
24.5,45.3,21.5,55.4,,,19.5,60.3,3.8,93.8,2026-01-31 13:15:17
24.5,45.2,21.6,55.3,,,19.5,60.3,3.9,95.6,2026-01-31 13:20:18
24.5,45.2,21.6,55.3,,,19.5,60.0,4.0,93.9,2026-01-31 13:25:18
24.5,45.3,21.5,55.4,,,19.5,60.600004,3.9,95.2,2026-01-31 13:30:18
24.5,45.2,21.5,55.4,,,19.5,60.3,3.8,94.5,2026-01-31 13:35:19
24.5,45.2,21.5,55.4,,,19.5,60.2,3.7,95.9,2026-01-31 13:40:19
24.5,45.4,21.5,55.4,,,19.5,60.3,3.8,94.8,2026-01-31 13:45:20
24.5,45.3,21.5,55.4,,,19.5,60.7,3.7,96.4,2026-01-31 13:50:20
24.5,45.2,21.5,55.3,,,19.5,60.5,3.7,95.8,2026-01-31 13:55:20
24.4,45.3,21.5,55.4,,,19.5,60.5,3.6,94.3,2026-01-31 14:00:21
24.5,45.3,21.5,55.4,,,19.5,60.600004,3.7,94.2,2026-01-31 14:05:21
24.5,45.4,21.5,55.4,,,19.5,60.600004,3.7,95.3,2026-01-31 14:10:22
24.5,45.4,21.5,55.4,,,19.5,60.7,3.7,95.1,2026-01-31 14:15:22
24.4,45.5,21.5,55.4,,,19.5,60.600004,3.6,95.4,2026-01-31 14:20:23
24.5,45.5,21.5,55.4,,,19.5,60.600004,3.6,95.6,2026-01-31 14:25:23
24.5,45.4,21.5,55.4,,,19.5,60.600004,3.6,95.2,2026-01-31 14:30:23
24.5,45.4,21.5,55.4,,,19.5,60.5,3.8,94.5,2026-01-31 14:35:24
24.4,45.5,21.5,55.4,,,19.5,60.5,3.6,94.3,2026-01-31 14:40:24
24.5,45.4,21.5,55.4,,,19.6,60.4,3.7,94.6,2026-01-31 14:45:25
24.4,45.4,21.5,55.4,,,19.6,60.5,3.8,95.4,2026-01-31 14:50:25
24.4,45.5,21.5,55.4,,,19.5,60.600004,3.8,94.7,2026-01-31 14:55:26
24.4,45.5,21.5,55.4,,,19.5,60.5,3.6,95.1,2026-01-31 15:00:26
24.4,45.600004,21.5,55.4,,,19.5,60.600004,3.7,95.5,2026-01-31 15:05:26
24.4,45.5,21.5,55.4,,,19.5,60.600004,3.8,95.3,2026-01-31 15:10:27
24.4,45.4,21.5,55.4,,,19.5,60.5,3.9,95.3,2026-01-31 15:15:27
24.4,45.7,21.5,55.4,,,19.5,60.5,3.7,94.8,2026-01-31 15:20:28
24.4,45.600004,21.5,55.4,,,19.5,60.600004,3.8,94.1,2026-01-31 15:25:28
24.4,45.7,21.5,55.4,,,19.5,60.5,3.8,94.3,2026-01-31 15:30:28
24.4,45.600004,21.5,55.5,,,19.5,60.4,3.8,94.1,2026-01-31 15:35:29
24.4,45.600004,21.5,55.4,,,19.5,60.600004,3.9,94.3,2026-01-31 15:40:29
24.4,45.600004,21.5,55.4,,,19.5,60.600004,4.0,94.0,2026-01-31 15:45:30
24.4,45.600004,21.5,55.5,,,19.5,60.600004,4.1,93.8,2026-01-31 15:50:30
24.4,45.600004,21.5,55.5,,,19.5,60.7,4.0,93.5,2026-01-31 15:55:31
24.4,45.7,21.5,55.5,,,19.5,60.5,4.1,92.7,2026-01-31 16:00:31
24.4,45.7,21.5,55.4,,,19.5,60.600004,4.0,92.1,2026-01-31 16:05:31
24.4,45.600004,21.5,55.5,,,19.5,60.7,4.0,92.7,2026-01-31 16:10:32
24.4,45.7,21.5,55.5,,,19.5,60.7,4.0,92.9,2026-01-31 16:15:32
24.4,45.600004,21.5,55.5,,,19.5,60.600004,4.1,93.1,2026-01-31 16:20:33
24.4,45.600004,21.5,55.5,,,19.5,60.600004,4.1,93.0,2026-01-31 16:25:33
24.4,45.7,21.5,55.5,,,19.5,60.8,3.9,95.9,2026-01-31 16:30:34
24.4,45.7,21.5,55.5,,,19.5,60.7,3.8,95.6,2026-01-31 16:35:34
24.4,45.600004,21.5,55.5,,,19.5,60.7,3.9,95.0,2026-01-31 16:40:34
24.4,45.7,21.5,55.5,,,19.6,60.5,3.9,94.8,2026-01-31 16:45:35
24.4,45.7,21.5,55.5,,,19.5,60.7,3.9,94.8,2026-01-31 16:50:35
24.4,45.7,21.5,55.5,,,19.5,60.7,3.8,94.1,2026-01-31 16:55:36
24.4,45.600004,21.5,55.5,,,19.5,60.8,3.8,94.1,2026-01-31 17:00:36
24.4,45.7,21.5,55.5,,,19.5,60.8,3.7,94.9,2026-01-31 17:05:37
24.4,45.7,21.5,55.5,,,19.5,60.8,3.7,95.3,2026-01-31 17:10:37
24.300002,45.7,21.5,55.5,,,19.5,60.7,3.7,96.0,2026-01-31 17:15:37
24.300002,45.600004,21.5,55.5,,,19.4,60.8,3.7,96.2,2026-01-31 17:20:38
24.4,45.7,21.5,55.5,,,19.5,60.7,3.7,96.4,2026-01-31 17:25:38
24.4,45.7,21.5,55.600004,,,19.5,60.600004,3.7,95.2,2026-01-31 17:30:39
24.4,45.7,21.5,55.5,,,19.5,60.7,3.7,95.1,2026-01-31 17:35:39
24.4,45.7,21.5,55.5,,,19.5,60.8,3.6,94.6,2026-01-31 17:40:40
24.300002,45.7,21.5,55.5,,,19.4,60.8,3.6,95.3,2026-01-31 17:45:40
24.300002,45.7,21.5,55.5,,,19.4,60.9,3.6,94.8,2026-01-31 17:50:40
24.300002,45.7,21.5,55.600004,,,19.4,60.8,3.6,95.3,2026-01-31 17:55:41
24.300002,45.8,21.5,55.5,,,19.4,60.8,3.5,95.0,2026-01-31 18:00:41
24.300002,45.8,21.5,55.5,,,19.5,60.8,3.6,95.1,2026-01-31 18:05:42
24.300002,45.8,21.5,55.5,,,19.4,60.8,3.5,95.0,2026-01-31 18:10:42
24.300002,45.9,21.5,55.5,,,19.4,60.7,3.5,95.7,2026-01-31 18:15:43
24.300002,45.9,21.5,55.5,,,19.5,60.8,3.5,95.5,2026-01-31 18:20:43
24.300002,45.9,21.5,55.600004,,,19.4,60.9,3.5,96.1,2026-01-31 18:25:43
24.300002,45.9,21.5,55.5,,,19.4,61.0,3.5,96.7,2026-01-31 18:30:44
24.300002,45.9,21.5,55.600004,,,19.5,60.8,3.4,96.0,2026-01-31 18:35:44
24.300002,45.9,21.5,55.5,,,19.5,60.8,3.5,95.7,2026-01-31 18:40:45
24.300002,45.9,21.5,55.5,,,19.4,60.7,3.4,96.3,2026-01-31 18:45:45
24.300002,45.7,21.5,55.5,,,19.4,60.5,3.4,97.2,2026-01-31 18:50:46
24.4,45.8,21.5,55.5,,,19.4,60.5,3.3,96.1,2026-01-31 18:55:46
24.4,45.7,21.5,55.5,,,19.300002,60.7,3.4,95.4,2026-01-31 19:00:46
24.300002,45.600004,21.5,55.5,,,19.4,60.9,3.3,94.9,2026-01-31 19:05:47
24.300002,45.7,21.5,55.5,,,19.4,60.8,3.2,95.8,2026-01-31 19:10:47
24.300002,45.600004,21.5,55.5,,,19.5,60.8,3.2,95.4,2026-01-31 19:15:48
24.4,45.600004,21.5,55.5,,,19.4,60.8,3.2,95.6,2026-01-31 19:20:48
24.4,45.600004,21.5,55.5,,,19.5,60.7,3.2,94.8,2026-01-31 19:25:49
24.4,45.7,21.5,55.5,,,19.4,60.9,3.0,94.8,2026-01-31 19:30:49
24.4,45.7,21.5,55.5,,,19.4,60.9,3.0,95.5,2026-01-31 19:35:49
24.300002,45.7,21.5,55.5,,,19.4,60.9,2.9,95.3,2026-01-31 19:40:50
24.4,45.7,21.5,55.5,,,19.5,60.8,3.0,94.7,2026-01-31 19:45:50
24.4,45.8,21.5,55.5,,,19.4,60.9,3.0,95.5,2026-01-31 19:50:51
24.300002,45.8,21.5,55.5,,,19.4,60.9,3.0,95.2,2026-01-31 19:55:51
24.300002,45.8,21.5,55.5,,,19.4,60.9,3.0,94.5,2026-01-31 20:00:52
24.300002,45.7,21.5,55.5,,,19.4,60.9,2.9,95.3,2026-01-31 20:05:52
24.300002,45.8,21.5,55.5,,,19.4,61.0,3.0,95.3,2026-01-31 20:10:52
24.300002,45.8,21.5,55.5,,,19.4,60.9,3.0,95.9,2026-01-31 20:15:53
24.300002,45.9,21.5,55.5,,,19.4,60.9,2.9,96.1,2026-01-31 20:20:53
24.300002,45.9,21.5,55.5,,,19.4,61.0,2.9,95.4,2026-01-31 20:25:54
24.300002,45.8,21.5,55.5,,,19.4,60.9,2.9,95.3,2026-01-31 20:30:54
24.300002,45.8,21.5,55.5,,,19.4,60.9,2.8,95.4,2026-01-31 20:35:54
24.300002,45.8,21.5,55.5,,,19.4,61.0,2.8,95.8,2026-01-31 20:40:55
24.4,45.8,21.5,55.5,,,19.5,60.8,2.9,95.5,2026-01-31 20:45:55
24.300002,45.9,21.5,55.5,,,19.4,60.9,2.9,95.6,2026-01-31 20:50:56
24.300002,45.9,21.5,55.5,,,19.4,60.7,2.8,96.2,2026-01-31 20:55:56
24.300002,45.9,21.5,55.5,,,19.5,60.8,2.9,95.7,2026-01-31 21:00:57
24.300002,45.8,21.5,55.5,,,19.4,60.8,3.0,95.4,2026-01-31 21:05:57
24.4,45.8,21.5,55.5,,,19.5,60.9,3.0,95.2,2026-01-31 21:10:57
24.4,45.8,21.5,55.5,,,19.5,60.8,2.9,95.0,2026-01-31 21:15:58
24.4,45.9,21.5,55.5,,,19.4,60.9,2.9,94.2,2026-01-31 21:20:58
24.4,45.9,21.5,55.5,,,19.4,61.0,2.9,94.5,2026-01-31 21:25:59
24.4,45.8,21.5,55.600004,,,19.5,60.9,2.9,93.7,2026-01-31 21:30:59
24.4,45.8,21.5,55.600004,,,19.4,60.9,2.9,93.3,2026-01-31 21:35:59
24.4,45.8,21.5,55.5,,,19.5,60.8,2.9,93.5,2026-01-31 21:41:00
24.4,45.7,21.5,55.7,,,19.4,61.0,2.8,94.2,2026-01-31 21:46:00
24.4,45.8,21.5,55.600004,,,19.4,61.100004,2.7,94.6,2026-01-31 21:51:01
24.4,45.9,21.5,55.600004,,,19.5,61.0,2.6,95.4,2026-01-31 21:56:01
24.4,45.8,21.5,55.600004,,,19.4,61.100004,2.4,96.5,2026-01-31 22:01:02
24.4,45.9,21.5,55.600004,,,19.4,61.100004,2.5,95.4,2026-01-31 22:06:02
24.4,45.8,21.5,55.600004,,,19.4,61.100004,2.5,95.0,2026-01-31 22:11:02
24.4,45.8,21.5,55.600004,,,19.4,61.0,2.6,94.2,2026-01-31 22:16:03
24.4,45.9,21.5,55.7,,,19.4,61.100004,2.7,93.7,2026-01-31 22:21:03
24.4,45.8,21.5,55.7,,,19.4,61.100004,2.7,93.5,2026-01-31 22:26:04
24.4,45.8,21.5,55.7,,,19.4,61.0,2.8,93.2,2026-01-31 22:31:04
24.4,45.8,21.5,55.7,,,19.4,61.0,2.7,93.3,2026-01-31 22:36:04
24.300002,45.9,21.5,55.600004,,,19.5,61.0,2.8,93.3,2026-01-31 22:41:05
24.4,45.9,21.5,55.600004,,,19.4,61.100004,2.8,93.1,2026-01-31 22:46:05
24.300002,45.8,21.5,55.600004,,,19.4,61.100004,2.7,93.6,2026-01-31 22:51:06
24.300002,46.0,21.5,55.600004,,,19.5,61.0,2.8,93.3,2026-01-31 22:56:06
24.300002,46.0,21.5,55.7,,,19.4,61.100004,2.9,93.3,2026-01-31 23:01:07
24.300002,46.0,21.5,55.600004,,,19.4,61.0,2.8,93.1,2026-01-31 23:06:07
24.4,45.9,21.5,55.5,,,19.5,61.0,2.8,92.8,2026-01-31 23:11:07
24.300002,46.100004,21.5,55.600004,,,19.4,60.9,2.8,92.9,2026-01-31 23:16:08
24.4,46.0,21.5,55.7,,,19.4,61.100004,2.9,93.5,2026-01-31 23:21:08
24.300002,45.9,21.5,55.600004,,,19.4,61.2,2.9,93.0,2026-01-31 23:26:09
24.4,45.9,21.5,55.600004,,,19.4,61.100004,2.9,93.1,2026-01-31 23:31:09
24.4,45.9,21.5,55.7,,,19.4,61.100004,2.9,93.3,2026-01-31 23:36:09
24.4,45.9,21.5,55.7,,,19.4,61.0,2.8,93.8,2026-01-31 23:41:10
24.4,45.9,21.5,55.7,,,19.4,61.100004,2.9,93.6,2026-01-31 23:46:10
24.4,45.9,21.5,55.7,,,19.4,61.2,2.7,94.1,2026-01-31 23:51:11
24.4,45.8,21.5,55.8,,,19.4,61.3,2.7,94.2,2026-01-31 23:56:11
24.4,45.8,21.5,55.7,,,19.4,61.0,2.7,94.3,2026-02-01 00:01:12
24.4,45.9,21.5,55.8,,,19.4,61.100004,2.7,94.2,2026-02-01 00:06:12
24.4,45.9,21.5,55.8,,,19.4,61.3,2.7,94.7,2026-02-01 00:11:12
24.4,45.9,21.5,55.8,,,19.4,61.100004,2.7,94.3,2026-02-01 00:16:13
24.4,45.8,21.5,55.8,,,19.4,61.2,2.6,94.8,2026-02-01 00:21:13
24.4,45.8,21.5,55.8,,,19.4,61.4,2.7,93.7,2026-02-01 00:26:14
24.4,45.8,21.5,55.8,,,19.4,61.3,2.7,94.1,2026-02-01 00:31:14
24.5,45.7,21.5,55.8,,,19.4,61.2,2.6,94.4,2026-02-01 00:36:14
24.4,45.8,21.5,55.8,,,19.4,61.3,2.6,94.0,2026-02-01 00:41:15
24.4,45.600004,21.5,55.8,,,19.4,61.2,2.5,94.1,2026-02-01 00:46:15
24.4,45.8,21.5,55.8,,,19.4,61.2,2.5,94.1,2026-02-01 00:51:16
24.5,45.7,21.5,55.8,,,19.4,61.3,2.6,94.3,2026-02-01 00:56:16
24.4,45.8,21.5,55.8,,,19.4,61.4,2.5,94.2,2026-02-01 01:01:17
24.4,45.8,21.5,55.8,,,19.300002,61.4,2.5,94.7,2026-02-01 01:06:17
24.4,45.8,21.5,55.8,,,19.4,61.4,2.5,94.4,2026-02-01 01:11:17
24.4,45.8,21.5,55.8,,,19.4,61.3,2.4,94.4,2026-02-01 01:16:18
24.4,45.9,21.5,55.9,,,19.4,61.2,2.5,94.5,2026-02-01 01:21:18
24.4,45.8,21.5,55.8,,,19.4,61.4,2.4,94.6,2026-02-01 01:26:19
24.4,45.9,21.5,55.8,,,19.4,61.3,2.4,94.4,2026-02-01 01:31:19
24.4,45.8,21.5,55.8,,,19.4,61.3,2.4,94.2,2026-02-01 01:36:20
24.4,45.8,21.5,55.8,,,19.4,61.3,2.4,94.2,2026-02-01 01:41:20
24.4,45.9,21.5,55.8,,,19.4,61.4,2.5,93.9,2026-02-01 01:46:20
24.4,45.8,21.5,55.8,,,19.4,61.3,2.4,94.1,2026-02-01 01:51:21
24.4,45.7,21.5,55.9,,,19.300002,61.4,2.4,94.2,2026-02-01 01:56:21
24.4,45.8,21.5,55.9,,,19.4,61.4,2.4,94.8,2026-02-01 02:01:22
24.4,45.8,21.5,55.9,,,19.300002,61.5,2.3,94.6,2026-02-01 02:06:22
24.4,45.8,21.5,55.9,,,19.300002,61.600004,2.3,94.7,2026-02-01 02:11:22
