T_LR,H_LR,T_BR1,H_BR1,T_BR3,H_BR3,T_BR2,H_BR2,T_O,H_O,datetime
24.4,45.9,21.4,55.9,,,19.300002,61.5,2.3,94.9,2026-02-01 02:16:23
24.4,45.9,21.4,55.9,,,19.300002,61.5,2.3,94.7,2026-02-01 02:21:23
24.4,45.9,21.4,55.9,,,19.4,61.5,2.3,95.4,2026-02-01 02:26:24
24.4,45.9,21.4,55.9,,,19.300002,61.7,2.3,95.1,2026-02-01 02:31:24
24.4,45.9,21.4,55.9,,,19.300002,61.7,2.2,95.5,2026-02-01 02:36:25
24.4,45.8,21.4,55.9,,,19.300002,61.600004,2.2,95.8,2026-02-01 02:41:25
24.4,45.9,21.4,55.9,,,19.300002,61.7,2.2,96.2,2026-02-01 02:46:25
24.4,45.9,21.4,55.9,,,19.4,61.4,2.2,95.5,2026-02-01 02:51:26
24.4,45.9,21.4,55.9,,,19.300002,61.600004,2.2,95.2,2026-02-01 02:56:26
24.4,45.9,21.4,55.9,,,19.300002,61.600004,2.2,94.7,2026-02-01 03:01:27
24.4,45.8,21.5,55.9,,,19.4,61.600004,2.2,94.4,2026-02-01 03:06:27
24.4,45.8,21.4,55.9,,,19.300002,61.5,2.1,94.7,2026-02-01 03:11:28
24.4,45.8,21.4,56.0,,,19.300002,61.5,2.1,94.4,2026-02-01 03:16:28
24.4,45.8,21.4,56.0,,,19.300002,61.600004,2.0,94.7,2026-02-01 03:21:28
24.5,45.8,21.4,56.0,,,19.300002,61.7,2.0,94.1,2026-02-01 03:26:29
24.5,45.8,21.4,56.0,,,19.300002,61.600004,2.0,94.9,2026-02-01 03:31:29
24.4,45.8,21.4,56.0,,,19.300002,61.7,2.0,94.8,2026-02-01 03:36:30
24.4,45.8,21.5,56.0,,,19.300002,61.7,2.0,94.9,2026-02-01 03:41:30
24.4,45.8,21.5,55.9,,,19.300002,61.7,1.9,94.8,2026-02-01 03:46:30
24.4,45.8,21.4,55.9,,,19.300002,61.600004,1.9,95.2,2026-02-01 03:51:31
24.5,45.9,21.4,55.9,,,19.300002,61.600004,2.0,95.4,2026-02-01 03:56:31
24.4,45.8,21.5,55.9,,,19.300002,61.7,1.9,95.0,2026-02-01 04:01:32
24.4,45.9,21.5,55.9,,,19.300002,61.5,1.9,94.9,2026-02-01 04:06:32
24.4,45.7,21.4,56.0,,,19.300002,61.5,2.0,95.2,2026-02-01 04:11:33
24.4,45.9,21.4,55.9,,,19.300002,61.600004,2.1,94.7,2026-02-01 04:16:33
24.4,45.8,21.5,55.9,,,19.300002,61.5,2.1,94.8,2026-02-01 04:21:33
24.4,45.8,21.4,56.0,,,19.300002,61.600004,2.0,94.8,2026-02-01 04:26:34
24.4,45.8,21.4,56.0,,,19.300002,61.8,2.1,95.4,2026-02-01 04:31:34
24.4,45.8,21.4,56.0,,,19.300002,61.8,2.1,94.5,2026-02-01 04:36:35
24.4,45.9,21.4,56.0,,,19.300002,61.7,2.1,94.6,2026-02-01 04:41:35
24.4,45.8,21.4,56.0,,,19.300002,61.8,2.1,94.5,2026-02-01 04:46:36
24.4,45.8,21.4,56.0,,,19.300002,61.7,2.1,94.7,2026-02-01 04:51:36
24.4,45.8,21.4,56.0,,,19.300002,61.8,2.0,95.2,2026-02-01 04:56:36
24.4,45.8,21.4,56.0,,,19.300002,61.600004,2.0,95.2,2026-02-01 05:01:37
24.4,45.9,21.4,56.0,,,19.300002,61.7,2.0,95.6,2026-02-01 05:06:37
24.4,45.9,21.4,56.0,,,19.300002,61.7,2.1,96.3,2026-02-01 05:11:38
24.4,45.9,21.4,56.0,,,19.300002,61.8,2.2,95.8,2026-02-01 05:16:38
24.4,46.0,21.4,56.0,,,19.300002,61.7,2.2,95.6,2026-02-01 05:21:39
24.4,45.9,21.4,56.0,,,19.300002,61.7,2.2,95.2,2026-02-01 05:26:39
24.4,45.8,21.4,56.0,,,19.300002,61.600004,2.3,95.0,2026-02-01 05:31:39
24.4,45.8,21.4,56.0,,,19.300002,61.7,2.2,95.1,2026-02-01 05:36:40
24.4,45.9,21.4,56.0,,,19.300002,61.8,1.9,95.9,2026-02-01 05:41:40
24.4,45.9,21.4,56.0,,,19.300002,61.7,1.9,96.2,2026-02-01 05:46:41
24.5,45.9,21.4,56.0,,,19.300002,61.7,2.1,96.1,2026-02-01 05:51:41
24.4,45.8,21.4,56.100004,,,19.300002,61.7,1.9,96.0,2026-02-01 05:56:42
24.5,45.8,21.4,56.100004,,,19.300002,61.7,1.9,96.3,2026-02-01 06:01:42
24.4,45.9,21.4,56.100004,,,19.300002,61.8,1.8,96.0,2026-02-01 06:06:42
24.4,45.9,21.5,56.100004,,,19.300002,61.9,1.7,96.1,2026-02-01 06:11:43
24.5,45.8,21.4,56.100004,,,19.300002,61.9,1.7,95.9,2026-02-01 06:16:43
24.5,45.8,21.4,56.0,,,19.300002,61.7,1.7,96.3,2026-02-01 06:21:44
24.5,45.8,21.4,56.0,,,19.2,61.9,1.7,96.4,2026-02-01 06:26:44
24.4,45.9,21.4,56.100004,,,19.300002,61.7,1.7,96.0,2026-02-01 06:31:44
24.4,45.9,21.4,56.100004,,,19.300002,61.7,1.7,96.1,2026-02-01 06:36:45
24.5,45.8,21.4,56.0,,,19.300002,61.8,1.7,96.1,2026-02-01 06:41:45
24.4,45.9,21.4,56.100004,,,19.300002,61.8,1.6,95.5,2026-02-01 06:46:46
24.5,45.8,21.4,56.0,,,19.300002,61.8,1.6,95.5,2026-02-01 06:51:46
24.4,45.9,21.5,56.100004,,,19.2,62.0,1.5,95.7,2026-02-01 06:56:47
24.5,46.0,21.4,56.100004,,,19.300002,61.9,1.6,95.9,2026-02-01 07:01:47
24.5,45.9,21.4,56.100004,,,19.300002,61.8,1.6,96.1,2026-02-01 07:06:48
24.5,45.9,21.4,56.100004,,,19.300002,61.8,1.6,96.0,2026-02-01 07:11:48
24.5,45.8,21.4,56.100004,,,19.300002,61.8,1.6,96.1,2026-02-01 07:16:48
24.5,45.8,21.5,56.0,,,19.300002,61.9,1.6,95.8,2026-02-01 07:21:49
24.5,45.9,21.5,56.0,,,19.300002,61.9,1.7,95.8,2026-02-01 07:26:49
24.4,46.0,21.5,56.0,,,19.300002,61.8,1.7,96.0,2026-02-01 07:31:50
24.4,46.0,21.5,56.100004,,,19.300002,61.9,1.7,95.9,2026-02-01 07:36:50
24.4,45.9,21.4,56.0,,,19.300002,61.7,1.7,95.5,2026-02-01 07:41:50
24.4,46.0,21.5,56.0,,,19.300002,61.7,1.7,95.8,2026-02-01 07:46:51
24.4,45.9,21.5,56.0,,,19.300002,61.8,1.7,95.9,2026-02-01 07:51:51
24.4,45.9,21.4,56.0,,,19.2,61.9,1.8,95.6,2026-02-01 07:56:52
24.4,45.9,21.4,56.100004,,,19.2,61.9,1.8,95.5,2026-02-01 08:01:52
24.4,45.9,21.4,56.0,,,19.300002,61.9,1.7,95.8,2026-02-01 08:06:53
24.4,45.9,21.4,56.100004,,,19.300002,61.8,1.8,95.5,2026-02-01 08:11:53
24.5,45.8,21.4,56.100004,,,19.2,61.8,1.7,95.5,2026-02-01 08:16:53
24.4,46.0,21.5,56.0,,,19.300002,61.9,1.6,95.5,2026-02-01 08:21:54
24.5,45.8,21.4,56.100004,,,19.300002,61.9,1.7,95.2,2026-02-01 08:26:54
24.5,45.9,21.5,56.100004,,,19.300002,62.0,1.7,95.5,2026-02-01 08:31:55
24.5,45.9,21.5,56.100004,,,19.300002,61.9,1.7,95.0,2026-02-01 08:36:55
24.5,45.8,21.5,56.100004,,,19.300002,61.8,1.7,95.0,2026-02-01 08:41:55
24.5,45.8,21.5,56.0,,,19.300002,61.8,1.8,94.6,2026-02-01 08:46:56
24.5,45.9,21.5,56.100004,,,19.300002,61.9,1.9,94.5,2026-02-01 08:51:56
24.5,45.8,21.5,56.100004,,,19.300002,62.0,1.9,94.2,2026-02-01 08:56:57
24.5,45.8,21.5,56.0,,,19.300002,61.600004,1.9,93.9,2026-02-01 09:01:57
24.5,45.8,21.5,56.0,,,19.300002,61.9,1.9,94.6,2026-02-01 09:06:58
24.5,45.8,21.5,56.0,,,19.300002,62.0,2.0,94.1,2026-02-01 09:11:58
24.5,45.9,21.5,56.100004,,,19.300002,61.9,1.9,94.4,2026-02-01 09:16:58
24.5,45.9,21.5,56.0,,,19.300002,61.9,2.0,93.9,2026-02-01 09:21:59
24.5,45.9,21.5,56.100004,,,19.300002,61.7,2.1,93.8,2026-02-01 09:26:59
24.5,45.9,21.5,56.100004,,,19.300002,61.9,2.1,93.7,2026-02-01 09:32:00
24.5,45.9,21.5,56.0,,,19.300002,61.8,2.1,94.1,2026-02-01 09:37:00
24.5,46.0,21.5,56.0,,,19.300002,61.8,2.1,93.8,2026-02-01 09:42:00
24.4,46.0,21.5,56.0,,,19.300002,61.8,2.1,93.8,2026-02-01 09:47:01
24.5,46.0,21.5,56.0,,,19.300002,61.9,2.1,93.8,2026-02-01 09:52:01
24.5,45.9,21.5,56.100004,,,19.300002,62.0,2.2,93.3,2026-02-01 09:57:02
24.5,46.0,21.5,56.100004,,,19.300002,61.9,2.3,93.2,2026-02-01 10:02:02
24.5,46.0,21.5,56.100004,,,19.300002,61.9,2.3,93.5,2026-02-01 10:07:02
24.5,46.100004,21.5,56.100004,,,19.4,61.8,2.4,93.5,2026-02-01 10:12:03
24.4,46.100004,21.5,56.100004,,,19.4,61.7,2.4,92.9,2026-02-01 10:17:03
24.4,46.2,21.5,56.100004,,,19.4,61.8,2.5,92.0,2026-02-01 10:22:04
24.5,46.0,21.5,56.100004,,,19.4,61.7,2.5,91.9,2026-02-01 10:27:04
24.5,46.100004,21.5,56.100004,,,19.4,61.7,2.8,91.4,2026-02-01 10:32:05
24.4,46.100004,21.5,56.100004,,,19.4,61.7,3.1,90.6,2026-02-01 10:37:05
24.4,46.2,21.5,56.2,,,19.4,61.7,3.2,89.7,2026-02-01 10:42:05
24.4,46.100004,21.5,56.100004,,,19.4,61.8,3.3,89.2,2026-02-01 10:47:06
24.5,46.2,21.5,56.100004,,,19.5,61.7,3.4,89.2,2026-02-01 10:52:06
24.4,46.3,21.5,56.100004,,,19.5,61.7,3.4,88.6,2026-02-01 10:57:07
24.4,46.3,21.5,56.2,,,19.5,61.5,3.4,89.5,2026-02-01 11:02:07
24.5,46.3,21.6,56.100004,,,19.5,61.7,3.5,88.5,2026-02-01 11:07:07
24.5,46.2,21.6,56.2,,,19.6,61.4,3.6,88.4,2026-02-01 11:12:08
24.5,46.2,21.6,56.2,,,19.6,61.5,3.8,87.7,2026-02-01 11:17:08
24.4,46.3,21.6,56.2,,,19.5,61.600004,4.1,86.3,2026-02-01 11:22:09
24.4,46.2,21.6,56.2,,,19.6,61.600004,3.8,86.4,2026-02-01 11:27:09
24.4,46.3,21.6,56.2,,,19.6,61.5,4.1,86.9,2026-02-01 11:32:10
24.4,46.2,21.6,56.2,,,19.6,61.5,4.6,83.2,2026-02-01 11:37:10
24.4,46.2,21.6,56.2,,,19.6,61.5,4.4,85.3,2026-02-01 11:42:10
24.5,46.100004,21.6,56.2,,,19.6,61.4,4.9,82.6,2026-02-01 11:47:11
24.4,46.100004,21.6,56.100004,,,19.6,61.3,5.8,79.4,2026-02-01 11:52:11
24.5,45.9,21.6,56.2,,,19.7,61.4,6.9,76.3,2026-02-01 11:57:12
24.5,45.9,21.6,56.2,,,19.7,61.4,7.1,73.0,2026-02-01 12:02:12
24.5,46.0,21.6,56.2,,,19.7,61.4,6.8,74.5,2026-02-01 12:07:12
24.5,46.0,21.6,56.2,,,19.7,61.5,7.4,71.4,2026-02-01 12:12:13
24.5,46.0,21.6,56.3,,,19.7,61.5,8.900001,67.4,2026-02-01 12:17:13
24.5,46.100004,21.6,56.4,,,19.7,61.600004,8.400001,66.6,2026-02-01 12:22:14
24.5,46.100004,21.6,56.4,,,19.7,61.600004,8.8,63.9,2026-02-01 12:27:14
24.5,46.100004,21.6,56.5,,,19.7,61.600004,9.400001,62.7,2026-02-01 12:32:15
24.5,46.2,21.6,56.5,,,19.7,61.8,9.2,62.9,2026-02-01 12:37:15
24.5,46.2,21.6,56.5,,,19.7,61.7,8.8,64.6,2026-02-01 12:42:15
24.5,46.3,21.6,56.600004,,,19.7,62.0,8.7,63.7,2026-02-01 12:47:16
24.5,46.4,21.7,56.600004,,,19.7,62.0,9.3,63.5,2026-02-01 12:52:16
24.5,46.4,21.7,56.600004,,,19.7,61.7,9.6,60.2,2026-02-01 12:57:17
24.5,46.4,21.7,56.7,,,19.7,61.7,9.6,60.3,2026-02-01 13:02:17
24.5,46.4,21.7,56.7,,,19.7,61.9,9.1,62.4,2026-02-01 13:07:18
24.5,46.600004,21.7,56.7,,,19.7,62.100004,9.7,61.1,2026-02-01 13:12:18
24.5,46.5,21.7,56.7,,,19.7,62.100004,9.7,60.1,2026-02-01 13:17:18
24.5,46.600004,21.7,56.8,,,19.800002,62.100004,9.6,61.3,2026-02-01 13:22:19
24.5,46.600004,21.7,56.8,,,19.7,62.2,8.900001,63.5,2026-02-01 13:27:19
24.5,46.600004,21.7,56.8,,,19.800002,62.100004,9.8,60.7,2026-02-01 13:32:20
24.5,46.600004,21.7,56.8,,,19.7,62.2,10.1,59.6,2026-02-01 13:37:20
24.5,46.600004,21.7,56.9,,,19.7,62.100004,9.1,61.9,2026-02-01 13:42:20
24.5,46.7,21.7,56.9,,,19.7,62.3,9.6,60.4,2026-02-01 13:47:21
24.5,46.7,21.7,56.9,,,19.7,62.3,9.5,62.7,2026-02-01 13:52:21
24.5,46.600004,21.7,56.9,,,19.7,62.4,8.900001,62.9,2026-02-01 13:57:22
24.5,46.7,21.7,57.0,,,19.7,62.4,8.400001,64.4,2026-02-01 14:02:22
24.5,46.8,21.7,57.0,,,19.7,62.4,8.8,66.0,2026-02-01 14:07:23
24.5,46.7,21.7,57.0,,,19.7,62.3,8.7,66.6,2026-02-01 14:12:23
24.5,46.7,21.7,57.0,,,19.7,62.4,8.400001,65.5,2026-02-01 14:17:23
24.5,46.8,21.7,57.0,,,19.800002,62.2,8.2,66.8,2026-02-01 14:22:24
24.5,46.8,21.7,57.0,,,19.7,62.3,8.400001,67.2,2026-02-01 14:27:24
24.4,46.8,21.7,57.0,,,19.7,62.2,8.3,64.8,2026-02-01 14:32:25
24.4,46.8,21.7,56.9,,,19.800002,62.100004,7.8,66.3,2026-02-01 14:37:25
24.4,46.8,21.7,56.9,,,19.7,62.2,8.1,66.8,2026-02-01 14:42:26
24.4,46.9,21.7,56.9,,,19.7,62.2,8.0,66.3,2026-02-01 14:47:26
24.4,46.9,21.7,56.9,,,19.7,62.3,8.1,70.0,2026-02-01 14:52:26
24.4,46.9,21.7,56.9,,,19.7,62.2,7.8,71.0,2026-02-01 14:57:27
24.4,46.9,21.7,56.9,,,19.7,62.2,7.7,69.4,2026-02-01 15:02:27
24.4,47.0,21.7,56.9,,,19.800002,62.2,7.9,70.3,2026-02-01 15:07:28
24.4,46.9,21.6,56.9,,,19.7,62.2,7.7,70.0,2026-02-01 15:12:28
24.4,46.9,21.7,56.9,,,19.7,62.3,7.5,70.4,2026-02-01 15:17:28
24.4,46.9,21.7,56.9,,,19.7,62.3,7.5,69.4,2026-02-01 15:22:29
24.4,46.9,21.6,56.9,,,19.7,62.3,7.5,68.8,2026-02-01 15:27:29
24.4,46.9,21.6,56.9,,,19.7,62.2,7.7,70.8,2026-02-01 15:32:30
24.4,46.9,21.7,56.9,,,19.7,62.2,7.8,70.6,2026-02-01 15:37:30
24.4,46.9,21.6,56.9,,,19.7,62.3,7.8,69.3,2026-02-01 15:42:31
24.4,46.9,21.6,56.9,,,19.7,62.2,7.8,70.5,2026-02-01 15:47:31
24.4,47.0,21.6,57.0,,,19.7,62.2,7.9,71.8,2026-02-01 15:52:31
24.4,46.9,21.6,56.9,,,19.7,62.3,7.9,71.1,2026-02-01 15:57:32
24.4,46.9,21.6,56.9,,,19.7,62.2,7.6,73.1,2026-02-01 16:02:32
24.4,47.0,21.6,56.9,,,19.7,62.2,8.0,72.8,2026-02-01 16:07:33
24.300002,47.0,21.6,57.0,,,19.7,62.2,7.4,75.8,2026-02-01 16:12:33
24.300002,46.9,21.6,57.0,,,19.7,62.3,6.8,77.9,2026-02-01 16:17:34
24.300002,47.0,21.6,57.0,,,19.7,62.3,6.8,77.2,2026-02-01 16:22:34
24.300002,47.0,21.6,56.9,,,19.7,62.3,6.8,77.5,2026-02-01 16:27:34
24.300002,47.0,21.6,57.0,,,19.7,62.3,6.5,79.3,2026-02-01 16:32:35
24.300002,47.0,21.6,56.9,,,19.7,62.3,6.3,79.5,2026-02-01 16:37:35
24.300002,47.0,21.6,56.9,,,19.6,62.4,5.9,81.3,2026-02-01 16:42:36
24.300002,47.0,21.6,57.0,,,19.7,62.2,5.6,83.1,2026-02-01 16:47:36
24.300002,46.9,21.6,57.0,,,19.7,62.3,5.6,83.9,2026-02-01 16:52:37
24.300002,47.0,21.6,56.9,,,19.6,62.3,5.8,82.5,2026-02-01 16:57:37
24.300002,47.0,21.6,56.9,,,19.6,62.3,5.8,82.4,2026-02-01 17:02:37
24.300002,47.0,21.6,56.9,,,19.6,62.2,5.6,83.3,2026-02-01 17:07:38
24.300002,47.0,21.6,56.8,,,19.6,62.2,5.5,83.5,2026-02-01 17:12:38
24.300002,47.0,21.6,56.9,,,19.6,62.3,5.4,84.3,2026-02-01 17:17:39
24.300002,47.0,21.6,56.9,,,19.6,62.3,5.1,84.9,2026-02-01 17:22:39
24.300002,47.0,21.6,56.9,,,19.5,62.4,4.6,87.1,2026-02-01 17:27:40
24.2,47.0,21.6,56.8,,,19.5,62.3,4.3,88.3,2026-02-01 17:32:40
24.300002,46.9,21.6,56.8,,,19.6,62.3,4.1,88.6,2026-02-01 17:37:40
24.300002,47.0,21.6,56.8,,,19.5,62.3,4.1,88.4,2026-02-01 17:42:41
24.300002,46.9,21.6,56.8,,,19.5,62.4,4.0,89.3,2026-02-01 17:47:41
24.300002,46.9,21.6,56.8,,,19.5,62.3,3.7,91.1,2026-02-01 17:52:42
24.300002,46.9,21.6,56.8,,,19.5,62.3,3.9,89.5,2026-02-01 17:57:42
24.300002,46.9,21.5,56.8,,,19.5,62.4,3.8,89.9,2026-02-01 18:02:43
24.300002,46.9,21.6,56.8,,,19.5,62.2,3.8,90.3,2026-02-01 18:07:43
24.300002,46.9,21.6,56.8,,,19.5,62.4,3.5,91.2,2026-02-01 18:12:43
24.300002,46.8,21.6,56.8,,,19.5,62.4,3.7,91.1,2026-02-01 18:17:44
24.300002,46.9,21.5,56.8,,,19.5,62.4,3.5,91.3,2026-02-01 18:22:44
24.300002,46.9,21.6,56.8,,,19.5,62.4,3.2,90.9,2026-02-01 18:27:45
24.300002,46.9,21.6,56.7,,,19.4,62.2,2.8,93.0,2026-02-01 18:32:45
24.300002,46.9,21.6,56.7,,,19.4,62.2,2.8,93.5,2026-02-01 18:37:46
24.300002,46.8,21.6,56.600004,,,19.4,62.100004,2.9,93.8,2026-02-01 18:42:46
24.300002,46.8,21.6,56.600004,,,19.4,62.4,2.7,93.6,2026-02-01 18:47:46
24.300002,46.8,21.6,56.600004,,,19.5,62.3,2.8,92.1,2026-02-01 18:52:47
24.300002,46.8,21.6,56.600004,,,19.5,62.2,2.5,92.4,2026-02-01 18:57:47
24.300002,46.8,21.6,56.600004,,,19.4,62.4,2.6,93.9,2026-02-01 19:02:48
24.300002,46.8,21.6,56.600004,,,19.5,62.3,2.4,94.1,2026-02-01 19:07:48
24.300002,46.7,21.6,56.600004,,,19.4,62.4,2.3,93.9,2026-02-01 19:12:49
24.300002,46.8,21.6,56.600004,,,19.5,62.4,2.0,96.3,2026-02-01 19:17:49
24.300002,46.8,21.6,56.600004,,,19.4,62.5,1.8,96.7,2026-02-01 19:22:49
24.300002,46.8,21.6,56.5,,,19.4,62.4,1.9,96.3,2026-02-01 19:27:50
24.300002,46.9,21.6,56.600004,,,19.4,62.5,2.2,95.3,2026-02-01 19:32:50
24.300002,46.8,21.6,56.600004,,,19.4,62.5,2.1,94.0,2026-02-01 19:37:51
24.300002,46.9,21.6,56.600004,,,19.4,62.5,2.0,94.5,2026-02-01 19:42:51
24.300002,46.9,21.6,56.600004,,,19.4,62.4,1.8,95.3,2026-02-01 19:47:52
24.300002,46.8,21.6,56.5,,,19.4,62.4,1.6,96.1,2026-02-01 19:52:52
24.300002,46.9,21.6,56.600004,,,19.4,62.4,1.8,96.3,2026-02-01 19:57:52
24.300002,46.9,21.6,56.600004,,,19.4,62.5,1.9,96.3,2026-02-01 20:02:53
24.4,46.8,21.6,56.600004,,,19.4,62.4,1.6,97.5,2026-02-01 20:07:53
24.4,46.8,21.6,56.5,,,19.4,62.600004,1.7,97.6,2026-02-01 20:12:54
24.4,46.8,21.6,56.5,,,19.4,62.600004,1.7,96.9,2026-02-01 20:17:54
24.4,46.8,21.6,56.600004,,,19.4,62.5,1.6,97.0,2026-02-01 20:22:54
24.4,46.8,21.6,56.5,,,19.4,62.5,1.6,97.0,2026-02-01 20:27:55
24.4,46.8,21.6,56.600004,,,19.4,62.600004,1.5,97.6,2026-02-01 20:32:55
24.4,46.7,21.6,56.600004,,,19.4,62.600004,1.8,97.9,2026-02-01 20:37:56
24.4,46.8,21.6,56.5,,,19.4,62.5,1.6,97.8,2026-02-01 20:42:56
24.4,46.8,21.6,56.5,,,19.4,62.600004,1.5,96.0,2026-02-01 20:47:57
24.4,46.8,21.6,56.5,,,19.4,62.600004,1.5,97.2,2026-02-01 20:52:57
24.4,46.8,21.6,56.5,,,19.4,62.5,1.6,97.7,2026-02-01 20:57:57
24.4,46.8,21.6,56.5,,,19.4,62.600004,1.6,98.0,2026-02-01 21:02:58
24.4,46.8,21.6,56.5,,,19.4,62.5,1.5,97.8,2026-02-01 21:07:58
24.4,46.9,21.6,56.5,,,19.4,62.600004,1.6,96.5,2026-02-01 21:12:59
24.4,46.8,21.6,56.5,,,19.4,62.600004,1.6,96.4,2026-02-01 21:17:59
24.4,46.8,21.6,56.5,,,19.4,62.5,1.7,96.5,2026-02-01 21:22:59
24.4,46.8,21.7,56.5,,,19.4,62.600004,1.7,96.2,2026-02-01 21:28:00
24.4,46.8,21.7,56.5,,,19.4,62.600004,1.4,96.0,2026-02-01 21:33:00
24.4,46.9,21.7,56.5,,,19.4,62.600004,1.1,96.7,2026-02-01 21:38:01
24.4,46.8,21.7,56.5,,,19.4,62.7,1.1,96.6,2026-02-01 21:43:01
24.4,46.8,21.7,56.600004,,,19.4,62.5,1.2,96.3,2026-02-01 21:48:01
24.5,46.8,21.7,56.5,,,19.4,62.600004,1.4,98.2,2026-02-01 21:53:02
24.4,46.7,21.7,56.5,,,19.4,62.5,1.5,97.5,2026-02-01 21:58:02
24.5,46.7,21.7,56.4,,,19.4,62.7,1.2,98.6,2026-02-01 22:03:03
24.5,46.7,21.7,56.5,,,19.4,62.8,1.2,97.8,2026-02-01 22:08:03
24.5,46.7,21.7,56.5,,,19.4,62.8,1.0,98.4,2026-02-01 22:13:04
24.5,46.7,21.7,56.600004,,,19.4,62.8,1.2,97.8,2026-02-01 22:18:04
24.5,46.600004,21.7,56.5,,,19.4,62.7,1.2,98.2,2026-02-01 22:23:04
24.5,46.7,21.7,56.5,,,19.4,62.9,1.1,99.3,2026-02-01 22:28:05
24.5,46.7,21.7,56.5,,,19.5,62.7,1.3,97.7,2026-02-01 22:33:05
24.5,46.8,21.7,56.5,,,19.4,62.8,1.1,97.8,2026-02-01 22:38:06
24.5,46.8,21.7,56.600004,,,19.4,62.7,1.2,97.4,2026-02-01 22:43:06
24.5,46.8,21.7,56.5,,,19.4,62.8,1.2,99.0,2026-02-01 22:48:06
24.5,45.8,21.7,56.4,,,19.300002,62.2,1.4,98.8,2026-02-01 22:53:07
24.300002,45.600004,21.6,56.0,,,19.300002,61.600004,1.4,97.9,2026-02-01 22:58:07
20.1,30.300002,21.5,55.0,,,19.1,61.7,1.2,96.9,2026-02-01 23:03:08
19.6,37.3,21.5,54.7,,,19.1,58.0,1.0,98.1,2026-02-01 23:08:08
22.4,39.4,21.5,52.2,,,19.1,56.7,0.9,97.6,2026-02-01 23:13:09
23.2,41.100004,21.1,47.100004,,,13.5,46.2,1.1,96.2,2026-02-01 23:18:09
19.1,33.5,18.1,42.8,,,10.8,56.9,0.9,97.6,2026-02-01 23:23:09
21.5,35.2,19.1,50.100004,,,15.3,62.9,1.2,96.7,2026-02-01 23:28:10
22.5,38.7,20.4,49.600004,,,17.9,55.0,1.3,98.0,2026-02-01 23:33:10
23.0,39.8,20.7,49.8,,,18.5,55.0,1.4,97.6,2026-02-01 23:38:11
23.2,40.8,20.9,50.2,,,18.6,55.3,1.5,97.3,2026-02-01 23:43:11
23.4,41.2,21.0,50.600004,,,18.800002,55.9,1.4,96.2,2026-02-01 23:48:11
23.300002,41.7,21.1,51.0,,,18.9,56.100004,1.1,97.5,2026-02-01 23:53:12
23.4,42.100004,21.2,51.2,,,19.0,56.100004,1.0,99.9,2026-02-01 23:58:12
23.5,42.4,21.6,50.600004,,,18.800002,57.8,1.3,99.3,2026-02-02 00:03:13
23.5,42.7,21.7,50.8,,,18.7,58.9,1.4,98.5,2026-02-02 00:08:13
23.7,42.7,21.800002,50.9,,,18.6,59.7,1.5,98.4,2026-02-02 00:13:14
23.7,43.0,21.800002,51.100004,,,18.6,60.2,1.5,97.6,2026-02-02 00:18:14
23.7,43.2,21.9,51.3,,,18.6,60.600004,1.1,98.7,2026-02-02 00:23:14
23.800002,43.4,21.9,51.5,,,18.6,61.0,1.3,98.1,2026-02-02 00:28:15
23.800002,43.600004,22.0,51.600004,,,18.6,61.100004,1.4,98.4,2026-02-02 00:33:15
23.800002,43.600004,22.0,51.9,,,18.6,61.5,1.4,99.0,2026-02-02 00:38:16
23.9,43.8,22.0,52.0,,,18.6,61.4,1.6,98.4,2026-02-02 00:43:16
23.9,43.9,22.0,52.100004,,,18.6,61.600004,1.4,98.6,2026-02-02 00:48:17
24.0,43.9,21.800002,53.0,,,18.7,61.9,1.4,98.8,2026-02-02 00:53:17
24.0,44.0,21.7,53.600004,,,19.0,60.2,1.5,98.1,2026-02-02 00:58:17
24.0,44.2,21.7,53.5,,,19.1,60.100004,1.4,97.9,2026-02-02 01:03:18
24.0,44.4,21.7,53.7,,,19.2,59.9,1.2,97.2,2026-02-02 01:08:18
