T_LR,H_LR,T_BR1,H_BR1,T_BR3,H_BR3,T_BR2,H_BR2,T_O,H_O,datetime
24.0,44.5,21.7,54.0,,,19.300002,60.0,1.4,99.7,2026-02-02 01:13:19
24.0,44.7,21.7,54.0,,,19.300002,60.0,1.5,99.2,2026-02-02 01:18:19
24.0,44.7,21.7,54.0,,,19.2,60.4,1.7,98.6,2026-02-02 01:23:19
24.0,44.8,21.7,54.2,,,19.300002,60.4,1.6,99.0,2026-02-02 01:28:20
24.1,44.8,21.7,54.3,,,19.300002,60.4,1.6,99.7,2026-02-02 01:33:20
24.1,45.0,21.6,54.4,,,19.4,60.5,1.5,99.3,2026-02-02 01:38:21
24.2,45.0,21.7,54.600004,,,19.300002,60.600004,1.5,99.8,2026-02-02 01:43:21
24.2,45.100004,21.7,54.7,,,19.4,60.600004,1.5,99.4,2026-02-02 01:48:22
24.2,45.100004,21.6,55.3,,,19.4,61.2,1.5,99.1,2026-02-02 01:53:22
24.2,45.2,21.6,55.7,,,19.4,61.600004,1.6,98.6,2026-02-02 01:58:22
24.2,45.2,21.6,55.9,,,19.5,61.4,1.7,98.0,2026-02-02 02:03:23
24.300002,45.3,21.7,56.3,,,19.5,61.9,1.6,96.1,2026-02-02 02:08:23
24.300002,45.4,21.6,56.0,,,19.5,61.7,1.5,96.2,2026-02-02 02:13:24
24.300002,45.5,21.6,56.0,,,19.5,61.4,1.6,96.5,2026-02-02 02:18:24
24.300002,45.5,21.7,56.100004,,,19.5,61.600004,1.6,97.0,2026-02-02 02:23:25
24.300002,45.600004,21.7,56.5,,,19.6,61.600004,1.6,97.7,2026-02-02 02:28:25
24.4,45.600004,21.7,56.5,,,19.5,61.7,1.7,98.1,2026-02-02 02:33:25
24.4,45.600004,21.7,56.7,,,19.6,61.600004,1.7,98.4,2026-02-02 02:38:26
24.4,45.600004,21.7,56.600004,,,19.5,61.7,1.7,98.9,2026-02-02 02:43:26
24.4,45.8,21.7,56.9,,,19.6,61.7,1.7,98.2,2026-02-02 02:48:27
24.4,45.8,21.7,57.100004,,,19.6,62.600004,1.6,97.6,2026-02-02 02:53:27
24.5,46.0,21.800002,57.2,,,19.6,62.4,1.5,99.0,2026-02-02 02:58:28
24.4,45.8,21.800002,57.3,,,19.7,62.5,1.7,99.0,2026-02-02 03:03:28
24.4,46.100004,21.7,58.3,,,19.7,62.8,1.7,99.3,2026-02-02 03:08:28
24.4,46.0,21.7,58.9,,,19.7,63.8,1.8,99.0,2026-02-02 03:13:29
24.4,46.100004,21.7,59.2,,,19.800002,62.8,1.5,99.3,2026-02-02 03:18:29
24.5,46.100004,21.7,58.9,,,19.7,63.0,1.7,100.0,2026-02-02 03:23:30
24.5,46.2,21.7,58.8,,,19.800002,63.2,1.8,99.9,2026-02-02 03:28:30
24.4,46.2,21.7,59.0,,,19.800002,62.8,1.7,100.0,2026-02-02 03:33:30
24.5,46.3,21.800002,58.100004,,,19.7,63.0,1.7,100.0,2026-02-02 03:38:31
24.4,46.4,21.800002,58.2,,,19.800002,63.600004,1.7,100.0,2026-02-02 03:43:31
24.4,46.5,21.800002,58.9,,,19.800002,63.7,1.6,100.0,2026-02-02 03:48:32
24.4,46.5,21.800002,58.7,,,19.9,62.600004,1.7,100.0,2026-02-02 03:53:32
24.4,46.600004,21.800002,58.3,,,19.9,62.8,1.7,100.0,2026-02-02 03:58:33
24.5,46.5,21.800002,58.2,,,19.9,63.100004,1.7,100.0,2026-02-02 04:03:33
24.5,46.600004,21.800002,58.4,,,19.9,63.4,1.6,100.0,2026-02-02 04:08:33
24.4,46.7,21.800002,58.9,,,19.800002,63.4,1.5,100.0,2026-02-02 04:13:34
24.5,46.7,21.800002,59.100004,,,19.800002,62.9,1.5,100.0,2026-02-02 04:18:34
24.5,46.8,21.800002,58.9,,,19.800002,62.8,1.5,100.0,2026-02-02 04:23:35
24.5,46.7,21.800002,58.8,,,19.9,62.9,1.5,100.0,2026-02-02 04:28:35
24.5,46.8,21.800002,58.8,,,19.9,62.8,1.6,100.0,2026-02-02 04:33:36
24.5,46.8,21.7,58.8,,,19.9,63.2,1.6,100.0,2026-02-02 04:38:36
24.5,46.9,21.800002,59.0,,,19.9,63.4,1.7,100.0,2026-02-02 04:43:36
24.5,46.8,21.800002,59.100004,,,19.9,63.4,1.8,100.0,2026-02-02 04:48:37
24.5,46.9,21.800002,59.2,,,19.9,63.5,1.7,100.0,2026-02-02 04:53:37
24.5,46.8,21.800002,59.5,,,19.9,63.2,1.8,100.0,2026-02-02 04:58:38
24.5,46.9,21.7,59.4,,,20.0,63.3,1.7,100.0,2026-02-02 05:03:38
24.5,47.0,21.800002,59.4,,,20.0,63.100004,1.6,100.0,2026-02-02 05:08:39
24.5,47.0,21.7,59.3,,,20.0,63.4,1.6,100.0,2026-02-02 05:13:39
24.5,47.100004,21.7,59.4,,,20.0,63.2,1.8,100.0,2026-02-02 05:18:39
24.5,47.100004,21.7,59.2,,,20.0,63.600004,1.7,100.0,2026-02-02 05:23:40
24.6,47.0,21.800002,59.100004,,,20.0,63.5,1.7,100.0,2026-02-02 05:28:40
24.6,47.0,21.800002,59.4,,,20.0,63.9,1.5,100.0,2026-02-02 05:33:41
24.5,47.100004,21.800002,59.4,,,19.9,64.1,1.6,100.0,2026-02-02 05:38:41
24.5,47.100004,21.800002,59.100004,,,20.0,63.8,1.7,100.0,2026-02-02 05:43:42
24.5,47.2,21.800002,59.9,,,20.0,64.200008,1.6,100.0,2026-02-02 05:48:42
24.6,47.2,21.800002,59.7,,,20.0,64.0,1.7,100.0,2026-02-02 05:53:42
24.6,47.2,21.800002,59.4,,,20.1,63.0,1.6,100.0,2026-02-02 05:58:43
24.6,47.2,21.800002,59.3,,,20.0,63.2,1.7,100.0,2026-02-02 06:03:43
24.5,47.2,21.800002,59.0,,,20.1,63.2,1.7,100.0,2026-02-02 06:08:44
24.6,47.2,21.800002,58.9,,,20.1,62.9,1.6,100.0,2026-02-02 06:13:44
24.5,47.3,21.9,58.8,,,20.1,62.8,1.5,100.0,2026-02-02 06:18:45
24.5,47.4,21.9,58.9,,,20.1,63.2,1.6,100.0,2026-02-02 06:23:45
24.6,47.3,21.9,59.2,,,20.1,63.600004,1.5,100.0,2026-02-02 06:28:45
24.5,47.4,21.800002,59.100004,,,20.0,63.600004,1.6,99.9,2026-02-02 06:33:46
24.5,47.5,21.6,59.600004,,,19.9,64.1,1.5,100.0,2026-02-02 06:38:46
24.5,47.600004,21.6,59.8,,,19.800002,64.6,1.5,100.0,2026-02-02 06:43:47
24.6,47.5,21.5,59.8,,,19.7,64.6,1.5,100.0,2026-02-02 06:48:47
24.5,47.5,21.5,59.8,,,19.7,64.4,1.5,100.0,2026-02-02 06:53:48
24.6,47.5,21.5,59.8,,,19.7,64.6,1.3,100.0,2026-02-02 06:58:48
24.5,47.600004,21.4,60.0,,,19.7,64.700008,1.1,100.0,2026-02-02 07:03:48
24.6,47.3,21.4,59.9,,,19.7,64.9,1.0,100.0,2026-02-02 07:08:49
24.6,47.3,21.4,59.8,,,19.7,64.700008,1.1,100.0,2026-02-02 07:13:49
24.6,47.2,21.4,59.8,,,19.7,64.5,1.1,100.0,2026-02-02 07:18:50
24.6,47.0,21.4,59.600004,,,19.6,65.200008,0.9,100.0,2026-02-02 07:23:50
24.2,40.600004,21.300002,57.3,,,19.6,63.7,1.0,100.0,2026-02-02 07:28:51
24.1,39.9,21.1,54.3,,,19.5,61.7,0.9,100.0,2026-02-02 07:33:51
24.0,39.9,21.300002,57.4,,,19.6,59.100004,0.9,100.0,2026-02-02 07:38:51
24.2,42.9,21.4,56.8,,,19.7,58.5,0.8,100.0,2026-02-02 07:43:52
24.4,43.8,21.5,56.2,,,19.7,59.100004,0.9,100.0,2026-02-02 07:48:52
24.4,44.2,21.5,56.100004,,,19.6,59.600004,1.0,100.0,2026-02-02 07:53:53
24.5,44.5,21.5,56.3,,,19.7,59.600004,1.0,100.0,2026-02-02 07:58:53
24.5,44.8,21.5,56.3,,,19.7,59.8,1.1,100.0,2026-02-02 08:03:54
24.5,45.0,21.5,56.3,,,19.6,60.100004,1.1,99.9,2026-02-02 08:08:54
24.5,45.100004,21.5,56.2,,,19.6,60.3,1.1,98.6,2026-02-02 08:13:54
24.5,45.3,21.6,56.100004,,,19.6,60.600004,0.7,97.4,2026-02-02 08:18:55
24.5,45.4,21.6,56.3,,,19.6,60.7,0.5,98.9,2026-02-02 08:23:55
24.5,45.5,21.6,56.3,,,19.6,60.7,0.7,99.3,2026-02-02 08:28:56
24.5,45.600004,21.6,56.5,,,19.6,61.0,0.9,99.3,2026-02-02 08:33:56
24.5,45.600004,21.6,56.5,,,19.6,61.0,5.8,77.6,2026-02-02 08:38:56
24.5,45.600004,21.6,56.600004,,,19.7,61.100004,7.6,68.0,2026-02-02 08:43:57
24.6,45.600004,21.6,56.7,,,19.7,61.2,5.8,73.0,2026-02-02 08:48:57
24.6,45.600004,21.6,56.8,,,19.6,61.5,4.4,81.0,2026-02-02 08:53:58
24.7,45.600004,21.6,57.2,,,19.800002,61.600004,6.2,73.2,2026-02-02 08:58:58
24.6,45.7,21.6,57.2,,,19.7,62.0,6.6,71.7,2026-02-02 09:03:58
24.6,45.8,21.6,57.3,,,19.800002,61.8,4.9,77.5,2026-02-02 09:08:59
24.6,45.9,21.6,57.5,,,19.800002,62.0,3.5,84.6,2026-02-02 09:13:59
24.6,45.9,21.6,57.7,,,19.800002,62.2,3.5,84.4,2026-02-02 09:19:00
24.6,46.100004,21.6,57.7,,,19.800002,62.2,2.5,89.7,2026-02-02 09:24:00
24.7,46.2,21.6,57.8,,,19.800002,62.3,2.6,89.6,2026-02-02 09:29:01
24.6,46.2,21.7,57.8,,,19.800002,62.5,2.7,90.5,2026-02-02 09:34:01
24.6,46.3,21.6,58.0,,,19.800002,62.4,2.7,90.7,2026-02-02 09:39:01
24.6,46.4,21.7,58.100004,,,19.800002,62.5,2.7,91.5,2026-02-02 09:44:02
24.6,46.5,21.7,58.100004,,,19.9,62.4,2.7,91.3,2026-02-02 09:49:02
24.6,46.600004,21.6,58.2,,,19.9,62.9,2.7,90.4,2026-02-02 09:54:03
24.6,46.7,21.7,58.4,,,19.800002,63.2,2.7,90.7,2026-02-02 09:59:03
24.6,46.8,21.7,58.5,,,19.9,62.9,2.7,90.0,2026-02-02 10:04:03
24.6,46.8,21.7,58.4,,,19.9,62.8,2.6,91.3,2026-02-02 10:09:04
24.6,46.8,21.7,58.5,,,19.9,63.2,3.5,88.1,2026-02-02 10:14:04
24.6,46.9,21.7,58.7,,,19.9,63.2,3.6,86.7,2026-02-02 10:19:05
24.6,46.8,21.7,58.8,,,19.9,63.4,5.9,77.9,2026-02-02 10:24:05
24.7,46.8,21.7,58.8,,,19.9,63.600004,10.5,62.1,2026-02-02 10:29:06
24.7,46.7,21.7,58.9,,,19.9,63.9,12.0,56.5,2026-02-02 10:34:06
24.7,46.8,21.7,59.100004,,,20.0,64.1,12.4,52.8,2026-02-02 10:39:06
24.7,46.9,21.7,59.4,,,20.0,64.3,8.2,64.4,2026-02-02 10:44:07
24.7,47.0,21.7,59.5,,,20.0,64.200008,7.5,67.1,2026-02-02 10:49:07
24.7,47.2,21.7,59.5,,,20.1,63.9,8.6,64.3,2026-02-02 10:54:08
24.800002,47.2,21.7,59.600004,,,20.1,64.1,8.8,63.8,2026-02-02 10:59:08
24.800002,47.4,21.800002,59.100004,,,20.0,63.5,8.900001,63.2,2026-02-02 11:04:08
24.9,47.4,21.7,59.3,,,19.9,65.200008,9.400001,60.3,2026-02-02 11:09:09
24.9,47.600004,20.6,48.8,,,15.6,50.600004,8.2,63.9,2026-02-02 11:14:09
24.6,41.7,20.2,55.600004,,,15.900001,75.9,9.8,61.8,2026-02-02 11:19:10
24.5,43.600004,21.1,57.600004,,,19.0,64.1,9.5,61.5,2026-02-02 11:24:10
24.7,45.4,21.300002,57.3,,,19.5,62.3,10.5,60.6,2026-02-02 11:29:11
24.7,45.7,21.5,57.2,,,19.7,62.2,11.1,59.0,2026-02-02 11:34:11
24.7,45.9,21.5,57.3,,,19.800002,62.2,10.0,61.5,2026-02-02 11:39:11
24.800002,46.0,21.5,57.5,,,19.800002,62.3,9.6,61.6,2026-02-02 11:44:12
24.800002,46.100004,21.6,57.5,,,19.800002,62.5,10.7,59.3,2026-02-02 11:49:12
24.800002,46.2,21.6,57.600004,,,19.800002,62.600004,11.9,56.5,2026-02-02 11:54:13
24.800002,46.3,21.6,57.600004,,,19.800002,62.5,11.2,55.9,2026-02-02 11:59:13
24.800002,46.4,21.7,57.7,,,19.800002,62.8,11.5,56.8,2026-02-02 12:04:13
24.800002,46.4,21.7,57.7,,,19.9,62.7,11.1,54.7,2026-02-02 12:09:14
24.800002,46.5,21.7,57.7,,,19.800002,62.8,11.1,58.3,2026-02-02 12:14:14
24.800002,46.5,21.7,57.7,,,19.9,62.7,10.1,58.1,2026-02-02 12:19:15
24.800002,46.600004,21.7,57.8,,,19.9,62.7,11.0,57.6,2026-02-02 12:24:15
24.800002,46.600004,21.7,57.8,,,19.9,62.7,11.1,55.8,2026-02-02 12:29:16
24.800002,46.7,21.7,57.8,,,19.9,62.9,11.0,55.7,2026-02-02 12:34:16
24.800002,46.600004,21.7,57.9,,,19.9,62.8,12.1,54.2,2026-02-02 12:39:16
24.800002,46.600004,21.7,57.9,,,19.9,62.9,12.1,54.0,2026-02-02 12:44:17
24.800002,46.7,21.7,57.8,,,19.9,62.9,12.5,50.8,2026-02-02 12:49:17
24.800002,46.7,21.800002,57.8,,,19.9,62.9,12.0,49.0,2026-02-02 12:54:18
24.9,46.600004,21.800002,57.9,,,19.9,63.0,12.6,49.7,2026-02-02 12:59:18
24.9,46.7,21.800002,58.100004,,,19.9,63.2,12.5,49.5,2026-02-02 13:04:19
24.9,46.7,21.800002,58.100004,,,19.9,63.4,12.0,50.0,2026-02-02 13:09:19
24.9,46.8,21.800002,58.2,,,20.0,63.4,13.0,47.6,2026-02-02 13:14:19
24.9,47.0,21.800002,58.2,,,20.0,63.2,11.4,51.0,2026-02-02 13:19:20
24.9,46.9,21.800002,58.2,,,20.0,63.4,12.6,50.3,2026-02-02 13:24:20
24.800002,47.100004,21.800002,58.3,,,20.0,63.4,12.5,51.5,2026-02-02 13:29:21
24.9,47.100004,21.800002,58.3,,,20.0,63.5,12.8,49.1,2026-02-02 13:34:21
24.800002,47.100004,21.800002,58.4,,,20.0,63.5,12.8,50.2,2026-02-02 13:39:21
24.9,47.2,21.800002,58.4,,,20.0,63.600004,12.6,50.2,2026-02-02 13:44:22
24.9,47.100004,21.800002,58.4,,,20.0,63.5,12.7,47.5,2026-02-02 13:49:22
24.800002,47.3,21.800002,58.5,,,20.0,63.4,13.2,48.4,2026-02-02 13:54:23
24.9,47.3,21.800002,58.4,,,20.0,63.5,12.6,48.4,2026-02-02 13:59:23
24.800002,47.3,21.800002,58.5,,,20.0,63.600004,12.0,50.0,2026-02-02 14:04:24
24.800002,47.4,21.800002,58.5,,,20.0,63.7,11.2,45.9,2026-02-02 14:09:24
24.800002,47.4,21.800002,58.5,,,20.0,63.5,10.6,48.5,2026-02-02 14:14:24
24.800002,47.4,21.9,58.5,,,20.1,63.600004,10.6,47.8,2026-02-02 14:19:25
24.800002,47.5,21.800002,58.5,,,20.0,63.4,9.900001,49.7,2026-02-02 14:24:25
24.800002,47.5,21.800002,58.600004,,,20.0,63.600004,10.0,49.0,2026-02-02 14:29:26
24.800002,47.600004,21.9,58.5,,,20.0,63.600004,9.400001,50.4,2026-02-02 14:34:26
24.800002,47.5,21.9,58.5,,,20.0,63.7,9.0,52.5,2026-02-02 14:39:27
24.800002,47.600004,21.9,58.5,,,20.0,63.7,9.2,54.6,2026-02-02 14:44:27
24.800002,47.600004,21.9,58.4,,,20.0,63.4,9.5,54.2,2026-02-02 14:49:27
24.800002,47.7,21.9,58.5,,,20.0,63.7,9.6,54.4,2026-02-02 14:54:28
24.800002,47.7,21.9,58.5,,,20.0,63.7,9.6,55.9,2026-02-02 14:59:28
24.800002,47.7,21.9,58.5,,,20.0,63.7,10.0,56.4,2026-02-02 15:04:29
24.800002,47.8,21.9,58.600004,,,20.0,63.8,10.0,56.9,2026-02-02 15:09:29
24.7,47.8,21.9,58.600004,,,20.0,63.8,10.2,57.9,2026-02-02 15:14:30
24.800002,47.8,21.9,58.8,,,20.1,63.600004,10.2,56.3,2026-02-02 15:19:30
24.800002,48.0,21.9,58.5,,,20.0,63.8,10.3,57.6,2026-02-02 15:24:30
24.800002,47.7,21.9,58.7,,,20.0,64.0,10.1,58.2,2026-02-02 15:29:31
24.7,47.8,21.9,58.7,,,20.0,63.9,10.0,58.6,2026-02-02 15:34:31
24.800002,48.100004,21.800002,58.8,,,20.0,64.0,9.8,60.5,2026-02-02 15:39:32
24.7,47.9,21.800002,58.9,,,20.0,64.200008,9.8,61.3,2026-02-02 15:44:32
24.7,48.0,21.9,58.9,,,20.0,64.200008,9.8,63.0,2026-02-02 15:49:33
24.7,48.0,21.800002,58.9,,,20.0,64.3,9.7,65.3,2026-02-02 15:54:33
24.7,48.2,21.800002,58.9,,,20.0,64.1,9.5,66.0,2026-02-02 15:59:33
24.7,48.100004,21.800002,58.9,,,20.0,64.0,9.2,67.9,2026-02-02 16:04:34
24.7,48.100004,21.800002,58.9,,,20.0,64.0,9.0,69.0,2026-02-02 16:09:34
24.7,48.100004,21.800002,58.9,,,20.0,64.0,8.900001,69.3,2026-02-02 16:14:35
24.7,48.0,21.800002,58.9,,,20.0,63.9,8.6,70.4,2026-02-02 16:19:35
24.7,48.2,21.800002,58.9,,,20.0,63.9,8.5,70.7,2026-02-02 16:24:36
24.7,48.100004,21.800002,58.9,,,20.0,63.9,8.3,71.4,2026-02-02 16:29:36
24.7,48.100004,21.800002,58.9,,,20.0,63.9,8.3,71.5,2026-02-02 16:34:36
24.7,48.2,21.800002,58.9,,,20.0,64.0,8.2,72.0,2026-02-02 16:39:37
24.7,48.100004,21.800002,58.9,,,20.0,63.9,8.0,72.5,2026-02-02 16:44:37
24.7,48.2,21.800002,58.9,,,20.0,63.9,7.8,73.1,2026-02-02 16:49:38
24.6,48.2,21.800002,58.8,,,20.0,63.9,7.7,73.9,2026-02-02 16:54:38
24.6,48.2,21.800002,58.8,,,20.0,63.8,7.3,75.5,2026-02-02 16:59:39
24.6,48.100004,21.800002,58.8,,,20.0,63.8,7.3,75.8,2026-02-02 17:04:39
24.6,48.2,21.800002,58.9,,,20.0,64.0,7.2,76.1,2026-02-02 17:09:39
24.6,48.2,21.800002,58.9,,,19.9,64.1,7.1,76.4,2026-02-02 17:14:40
24.6,48.2,21.800002,58.8,,,20.0,64.0,7.0,76.9,2026-02-02 17:19:40
24.6,48.3,21.800002,58.8,,,19.9,64.0,6.8,77.4,2026-02-02 17:24:41
24.6,48.2,21.800002,58.8,,,19.9,64.0,6.6,78.2,2026-02-02 17:29:41
24.6,48.3,21.800002,58.8,,,19.9,64.1,6.3,79.9,2026-02-02 17:34:42
24.6,48.2,21.800002,58.8,,,19.9,64.1,5.5,82.4,2026-02-02 17:39:42
24.6,48.2,21.800002,58.8,,,19.9,64.1,5.7,82.3,2026-02-02 17:44:42
24.6,48.3,21.800002,58.8,,,19.9,64.1,5.8,81.5,2026-02-02 17:49:43
24.6,48.3,21.800002,58.8,,,19.9,64.200008,5.7,82.6,2026-02-02 17:54:43
24.6,48.2,21.800002,58.8,,,19.9,63.8,5.8,82.6,2026-02-02 17:59:44
24.6,48.3,21.800002,58.7,,,19.9,63.600004,5.8,81.9,2026-02-02 18:04:44
24.5,48.2,21.800002,58.8,,,19.800002,64.3,5.1,84.1,2026-02-02 18:09:45
24.6,48.2,21.800002,58.8,,,19.800002,64.200008,5.3,83.5,2026-02-02 18:14:45
24.5,48.3,21.800002,58.8,,,19.9,64.200008,5.6,82.7,2026-02-02 18:19:45
24.5,48.3,21.800002,58.8,,,19.800002,64.3,5.7,81.4,2026-02-02 18:24:46
24.6,48.3,21.800002,58.8,,,19.800002,64.4,5.0,84.6,2026-02-02 18:29:46
24.5,48.3,21.800002,58.8,,,19.800002,64.4,5.2,83.7,2026-02-02 18:34:47
24.5,48.4,21.300002,50.4,,,18.1,60.7,5.1,84.0,2026-02-02 18:39:47
20.7,32.5,19.9,45.100004,,,15.1,58.2,5.3,82.9,2026-02-02 18:44:48
16.9,36.5,20.0,41.9,,,13.8,55.0,5.1,83.6,2026-02-02 18:49:48
16.2,39.600004,20.5,48.0,,,17.4,53.3,4.9,84.4,2026-02-02 18:54:48
20.300002,37.4,20.800002,47.9,,,18.6,50.5,5.0,83.4,2026-02-02 18:59:49
21.800002,37.7,21.0,48.0,,,18.9,50.7,4.8,83.9,2026-02-02 19:04:49
22.300002,39.600004,21.1,48.3,,,19.0,51.4,4.4,85.1,2026-02-02 19:09:50
22.6,40.4,21.1,48.8,,,19.1,52.2,4.5,85.5,2026-02-02 19:14:50
22.7,41.3,21.2,49.2,,,19.1,52.9,4.5,85.0,2026-02-02 19:19:51
22.9,41.600004,21.2,49.7,,,19.2,53.600004,4.4,84.7,2026-02-02 19:24:51
23.0,42.100004,21.300002,50.100004,,,19.2,54.100004,4.7,83.8,2026-02-02 19:29:51
23.1,42.4,21.4,50.4,,,19.300002,54.5,4.9,82.7,2026-02-02 19:34:52
23.1,42.7,21.4,50.7,,,19.300002,54.8,5.1,82.4,2026-02-02 19:39:52
23.2,43.0,21.4,51.0,,,19.300002,55.4,4.9,83.1,2026-02-02 19:44:53
23.300002,43.2,21.4,51.2,,,19.4,55.600004,4.6,85.0,2026-02-02 19:49:53
23.300002,43.4,21.4,51.4,,,19.4,55.9,4.8,83.8,2026-02-02 19:54:53
23.300002,43.7,21.5,51.600004,,,19.4,56.3,4.9,83.0,2026-02-02 19:59:54
23.4,43.8,21.5,51.8,,,19.4,56.4,4.8,84.1,2026-02-02 20:04:54
23.5,43.8,21.5,52.100004,,,19.5,56.600004,5.0,82.9,2026-02-02 20:09:55
23.5,44.0,21.5,52.2,,,19.4,56.9,5.1,82.7,2026-02-02 20:14:55
23.5,44.100004,21.6,52.3,,,19.5,57.0,5.1,82.1,2026-02-02 20:19:56
23.6,44.100004,21.6,52.4,,,19.5,57.2,5.3,80.8,2026-02-02 20:24:56
23.6,44.3,21.6,52.600004,,,19.5,57.2,5.3,80.4,2026-02-02 20:29:56
23.7,44.4,21.6,52.7,,,19.5,57.4,5.2,82.5,2026-02-02 20:34:57
23.7,44.4,21.6,52.8,,,19.5,57.600004,5.3,80.7,2026-02-02 20:39:57
23.800002,44.5,21.6,52.9,,,19.5,57.8,5.4,80.5,2026-02-02 20:44:58
23.800002,44.5,21.6,53.0,,,19.5,58.0,5.5,79.9,2026-02-02 20:49:58
23.9,44.5,21.6,53.100004,,,19.5,58.0,5.4,79.9,2026-02-02 20:54:58
23.9,44.600004,21.6,53.2,,,19.5,58.2,5.5,79.2,2026-02-02 20:59:59
23.9,44.600004,21.6,53.3,,,19.5,58.4,5.5,79.0,2026-02-02 21:04:59
23.9,44.7,21.7,53.4,,,19.5,58.4,5.4,79.5,2026-02-02 21:10:00
23.9,44.8,21.6,53.5,,,19.5,58.5,5.3,79.9,2026-02-02 21:15:00
24.0,44.8,21.7,53.5,,,19.6,58.600004,5.4,79.7,2026-02-02 21:20:00
24.0,44.8,21.7,53.600004,,,19.5,58.9,5.5,79.5,2026-02-02 21:25:01
24.0,45.100004,21.7,54.0,,,19.6,59.2,5.6,79.3,2026-02-02 21:30:01
24.0,45.4,21.7,54.100004,,,19.6,59.5,5.7,79.0,2026-02-02 21:35:02
24.0,45.600004,21.7,54.3,,,19.6,59.8,5.8,78.4,2026-02-02 21:40:02
24.1,45.7,21.7,54.4,,,19.6,59.9,5.9,78.2,2026-02-02 21:45:03
24.1,45.5,21.7,54.5,,,19.7,59.9,5.8,78.4,2026-02-02 21:50:03
24.1,45.5,21.7,54.600004,,,19.6,60.100004,5.8,79.1,2026-02-02 21:55:03
24.1,45.600004,21.800002,54.7,,,19.6,60.2,5.8,78.9,2026-02-02 22:00:04
24.1,45.8,21.800002,54.7,,,19.7,60.4,5.6,80.2,2026-02-02 22:05:04
24.1,45.8,21.800002,54.9,,,19.7,60.7,5.7,80.1,2026-02-02 22:10:05
24.2,45.8,21.7,55.2,,,19.7,60.9,5.7,79.9,2026-02-02 22:15:05
24.2,45.8,21.800002,55.3,,,19.7,60.7,5.7,79.6,2026-02-02 22:20:05
24.2,45.9,21.800002,55.3,,,19.7,60.600004,5.8,79.7,2026-02-02 22:25:06
24.0,46.100004,21.800002,55.2,,,19.7,60.600004,5.8,79.6,2026-02-02 22:30:06
24.1,46.2,21.800002,55.100004,,,19.7,60.7,5.9,79.5,2026-02-02 22:35:07
24.2,46.3,21.800002,55.2,,,19.7,60.8,5.7,81.6,2026-02-02 22:40:07
24.2,46.0,21.800002,55.2,,,19.7,60.9,5.5,81.7,2026-02-02 22:45:08
24.2,46.0,21.800002,55.3,,,19.800002,60.8,5.5,82.3,2026-02-02 22:50:08
24.2,46.0,21.800002,55.2,,,19.7,60.8,5.5,82.6,2026-02-02 22:55:08
24.2,46.0,21.800002,55.3,,,19.800002,60.7,5.5,82.8,2026-02-02 23:00:09
24.2,46.2,21.800002,55.3,,,19.800002,60.8,5.6,82.0,2026-02-02 23:05:09
24.2,46.0,21.800002,55.4,,,19.7,60.9,5.7,81.3,2026-02-02 23:10:10
24.2,46.100004,21.800002,55.3,,,19.7,60.9,5.8,80.9,2026-02-02 23:15:10
24.2,46.2,21.800002,55.4,,,19.800002,60.8,5.8,81.5,2026-02-02 23:20:11
24.2,46.2,21.800002,55.4,,,19.7,61.0,5.7,82.0,2026-02-02 23:25:11
24.300002,46.100004,21.800002,55.4,,,19.7,61.100004,5.7,82.8,2026-02-02 23:30:11
24.2,46.2,21.800002,55.5,,,19.7,61.100004,5.6,83.9,2026-02-02 23:35:12
